Team,NO.,Fint,FirstName,LastName,Name,Position,AGE,HT,WT,COLLEGE,2015-2016 SALARY
MIN,12,T,Tayshaun,Prince,Tayshaun Prince,SF,36,9-Jun,212,Kentucky,"$947,276 "
MIN,9,R,Ricky,Rubio,Ricky Rubio,PG,25,4-Jun,194, ,"$12,700,000 "
MIN,10,D,Damjan,Rudez,Damjan Rudez,SF,29,9-Jun,230, ,"$1,149,500 "
MIN,32,K,Karl-Anthony,Towns,Karl-Anthony Towns,C,20,Jul-00,244,Kentucky,"$5,703,600 "
MIN,22,A,Andrew,Wiggins,Andrew Wiggins,SG,21,8-Jun,199,Kansas,"$5,758,680 "
NO,42,A,Alexis,Ajinca,Alexis Ajinca,C,27,2-Jul,248, ,"$4,389,607 "
NO,33,R,Ryan,Anderson,Ryan Anderson,PF,27,10-Jun,240,California,"$8,500,000 "
NO,3,O,Omer,Asik,Omer Asik,C,29,Jul-00,255, ,"$9,213,483 "
NO,8,L,Luke,Babbitt,Luke Babbitt,SF,26,9-Jun,225,Nevada,"$1,100,602 "
NO,30,N,Norris,Cole,Norris Cole,PG,27,2-Jun,175,Cleveland State,"$3,036,927 "
NO,44,D,Dante,Cunningham,Dante Cunningham,PF,28,8-Jun,230,Villanova,"$2,850,000 "
NO,23,A,Anthony,Davis,Anthony Davis,PF,22,10-Jun,253,Kentucky,"$7,070,730 "
NO,31,B,Bryce,Dejean-Jones,Bryce Dejean-Jones,SG,23,6-Jun,203,Iowa State,"$169,883 "
NO,16,T,Toney,Douglas,Toney Douglas,PG,29,2-Jun,195,Florida State,"$1,164,858 "
NO,1,T,Tyreke,Evans,Tyreke Evans,SG,26,6-Jun,220,Memphis,"$10,734,586 "
NO,15,A,Alonzo,Gee,Alonzo Gee,SF,28,6-Jun,225,Alabama,"$1,320,000 "
NO,10,E,Eric,Gordon,Eric Gordon,SG,27,4-Jun,215,Indiana,"$15,514,031 "
NO,11,J,Jrue,Holiday,Jrue Holiday,PG,25,4-Jun,205,UCLA,"$10,595,507 "
NO,5,K,Kendrick,Perkins,Kendrick Perkins,C,31,10-Jun,270, ,"$947,276 "
NO,20,Q,Quincy,Pondexter,Quincy Pondexter,SF,27,7-Jun,220,Washington,"$3,382,023 "
NYK,4,A,Arron,Afflalo,Arron Afflalo,SG,30,5-Jun,210,UCLA,"$8,000,000 "
NYK,17,L,Lou,Amundson,Lou Amundson,PF,33,9-Jun,220,UNLV,"$1,635,476 "
NYK,7,C,Carmelo,Anthony,Carmelo Anthony,SF,31,8-Jun,240,Syracuse,"$22,875,000 "
NYK,3,J,Jose,Calderon,Jose Calderon,PG,34,3-Jun,200, ,"$7,402,812 "
NYK,11,C,Cleanthony,Early,Cleanthony Early,SF,24,8-Jun,210,Wichita State,"$845,059 "
NYK,32,J,Jimmer,Fredette,Jimmer Fredette,PG,27,2-Jun,195,BYU,"$874,837 "
NYK,2,L,Langston,Galloway,Langston Galloway,SG,24,2-Jun,200,Saint Joseph's,"$845,059 "
NYK,13,J,Jerian,Grant,Jerian Grant,PG,23,4-Jun,195,Notre Dame,"$1,572,360 "
NYK,8,R,Robin,Lopez,Robin Lopez,C,27,Jul-00,255,Stanford,"$12,650,000 "
NYK,9,K,Kyle,O'Quinn,Kyle O'Quinn,PF,25,10-Jun,250,Norfolk State,"$3,750,000 "
NYK,6,K,Kristaps,Porzingis,Kristaps Porzingis,PF,20,3-Jul,240, ,"$4,131,720 "
NYK,1,K,Kevin,Seraphin,Kevin Seraphin,C,26,10-Jun,278, ,"$2,814,000 "
NYK,42,L,Lance,Thomas,Lance Thomas,SF,27,8-Jun,235,Duke,"$1,636,842 "
NYK,18,S,Sasha,Vujacic,Sasha Vujacic,SG,31,7-Jun,195, ,"$947,276 "
NYK,23,D,Derrick,Williams,Derrick Williams,PF,24,8-Jun,240,Arizona,"$4,000,000 "
OKC,12,S,Steven,Adams,Steven Adams,C,22,Jul-00,255,Pittsburgh,"$2,279,040 "
OKC,4,N,Nick,Collison,Nick Collison,PF,35,10-Jun,255,Kansas,"$3,750,000 "
OKC,35,K,Kevin,Durant,Kevin Durant,SF,27,9-Jun,240,Texas,"$20,158,622 "
OKC,6,R,Randy,Foye,Randy Foye,SG,32,4-Jun,213,Villanova,"$3,135,000 "
OKC,34,J,Josh,Huestis,Josh Huestis,SF,24,7-Jun,230,Stanford,"$1,140,240 "
OKC,9,S,Serge,Ibaka,Serge Ibaka,PF,26,10-Jun,245, ,"$12,250,000 "
OKC,11,E,Enes,Kanter,Enes Kanter,C,23,11-Jun,245,Kentucky,"$16,407,500 "
OKC,33,M,Mitch,McGary,Mitch McGary,PF,23,10-Jun,255,Michigan,"$1,463,040 "
OKC,2,A,Anthony,Morrow,Anthony Morrow,SG,30,5-Jun,210,Georgia Tech,"$3,344,000 "
OKC,22,C,Cameron,Payne,Cameron Payne,PG,21,3-Jun,185,Murray State,"$2,021,520 "
OKC,21,A,Andre,Roberson,Andre Roberson,SG,24,7-Jun,210,Colorado,"$1,210,800 "
OKC,5,K,Kyle,Singler,Kyle Singler,SF,27,8-Jun,228,Duke,"$4,500,000 "
OKC,3,D,Dion,Waiters,Dion Waiters,SG,24,4-Jun,220,Syracuse,"$5,138,430 "
OKC,0,R,Russell,Westbrook,Russell Westbrook,PG,27,3-Jun,200,UCLA,"$16,744,218 "
ORL,8,J,Jared,Cunningham,Jared Cunningham,SG,24,4-Jun,195,Oregon State,"$947,276 "
ORL,3,D,Dewayne,Dedmon,Dewayne Dedmon,C,26,Jul-00,245,USC,"$947,276 "
ORL,10,E,Evan,Fournier,Evan Fournier,SG,23,7-Jun,205, ,"$2,288,205 "
ORL,0,A,Aaron,Gordon,Aaron Gordon,PF,20,9-Jun,220,Arizona,"$4,171,680 "
ORL,23,M,Mario,Hezonja,Mario Hezonja,SG,21,8-Jun,218, ,"$3,741,480 "
ORL,7,E,Ersan,Ilyasova,Ersan Ilyasova,PF,28,10-Jun,235, ,"$7,900,000 "
ORL,55,B,Brandon,Jennings,Brandon Jennings,PG,26,1-Jun,169, ,"$8,344,497 "
ORL,11,D,Devyn,Marble,Devyn Marble,SF,23,6-Jun,200,Iowa,"$845,059 "
ORL,13,S,Shabazz,Napier,Shabazz Napier,PG,24,1-Jun,175,Connecticut,"$1,294,440 "
ORL,44,A,Andrew,Nicholson,Andrew Nicholson,PF,26,9-Jun,250,St. Bonaventure,"$2,380,593 "
ORL,5,V,Victor,Oladipo,Victor Oladipo,SG,23,4-Jun,210,Indiana,"$5,192,520 "
ORL,4,E,Elfrid,Payton,Elfrid Payton,PG,22,4-Jun,185,Louisiana-Lafayette,"$2,505,720 "
ORL,14,J,Jason,Smith,Jason Smith,PF,29,Jul-00,240,Colorado State,"$4,300,000 "
ORL,9,N,Nikola,Vucevic,Nikola Vucevic,C,25,Jul-00,260,USC,"$11,250,000 "
ORL,32,C,C.J.,Watson,C.J. Watson,PG,31,2-Jun,175,Tennessee,"$5,000,000 "
PHI,42,E,Elton,Brand,Elton Brand,PF,36,9-Jun,254,Duke, 
PHI,0,I,Isaiah,Canaan,Isaiah Canaan,PG,24,Jun-00,201,Murray State,"$947,276 "
PHI,33,R,Robert,Covington,Robert Covington,SF,25,9-Jun,215,Tennessee State,"$1,000,000 "
PHI,21,J,Joel,Embiid,Joel Embiid,C,21,Jul-00,250,Kansas,"$4,626,960 "
PHI,39,J,Jerami,Grant,Jerami Grant,SF,21,8-Jun,210,Syracuse,"$845,059 "
PHI,22,R,Richaun,Holmes,Richaun Holmes,PF,22,10-Jun,245,Bowling Green,"$1,074,169 "
PHI,7,C,Carl,Landry,Carl Landry,PF,32,9-Jun,248,Purdue,"$6,500,000 "
PHI,5,K,Kendall,Marshall,Kendall Marshall,PG,24,4-Jun,200,North Carolina,"$2,144,772 "
PHI,12,T,T.J.,McConnell,T.J. McConnell,PG,23,2-Jun,200,Arizona,"$525,093 "
PHI,4,N,Nerlens,Noel,Nerlens Noel,PF,21,11-Jun,228,Kentucky,"$3,457,800 "
PHI,8,J,Jahlil,Okafor,Jahlil Okafor,C,20,11-Jun,275,Duke,"$4,582,680 "
PHI,1,I,Ish,Smith,Ish Smith,PG,27,Jun-00,175,Wake Forest,"$947,276 "
PHI,11,N,Nik,Stauskas,Nik Stauskas,SG,22,6-Jun,205,Michigan,"$2,869,440 "
PHI,31,H,Hollis,Thompson,Hollis Thompson,SG,24,8-Jun,206,Georgetown,"$947,276 "
PHO,2,E,Eric,Bledsoe,Eric Bledsoe,PG,26,1-Jun,190,Kentucky,"$13,500,000 "
PHO,1,D,Devin,Booker,Devin Booker,SG,19,6-Jun,206,Kentucky,"$2,127,840 "
PHO,4,T,Tyson,Chandler,Tyson Chandler,C,33,1-Jul,240, ,"$13,000,000 "
PHO,20,A,Archie,Goodwin,Archie Goodwin,SG,21,5-Jun,200,Kentucky,"$1,160,160 "
PHO,43,K,Kris,Humphries,Kris Humphries,PF,31,9-Jun,235,Minnesota,"$4,440,000 "
PHO,12,J,John,Jenkins,John Jenkins,SG,24,4-Jun,215,Vanderbilt,"$981,348 "
PHO,3,B,Brandon,Knight,Brandon Knight,PG,24,3-Jun,189,Kentucky,"$13,500,000 "
PHO,21,A,Alex,Len,Alex Len,C,22,1-Jul,260,Maryland,"$3,807,120 "
PHO,30,J,Jon,Leuer,Jon Leuer,PF,26,10-Jun,228,Wisconsin,"$1,035,000 "
PHO,25,P,Phil,Pressey,Phil Pressey,PG,25,11-May,175,Missouri,"$55,722 "
PHO,14,R,Ronnie,Price,Ronnie Price,PG,32,2-Jun,190,Utah Valley,"$947,276 "
PHO,35,M,Mirza,Teletovic,Mirza Teletovic,PF,30,9-Jun,242, ,"$5,500,000 "
PHO,17,P,P.J.,Tucker,P.J. Tucker,SF,30,6-Jun,245,Texas,"$5,500,000 "
PHO,12,T,T.J.,Warren,T.J. Warren,SF,22,8-Jun,230,North Carolina State,"$2,041,080 "
PHO,10,S,Sonny,Weems,Sonny Weems,SG,29,6-Jun,205,Arkansas,"$2,814,000 "
POR,34,C,Cliff,Alexander,Cliff Alexander,PF,20,8-Jun,240,Kansas,"$525,093 "
POR,8,A,Al-Farouq,Aminu,Al-Farouq Aminu,SF,25,9-Jun,215,Wake Forest,"$8,042,895 "
POR,5,P,Pat,Connaughton,Pat Connaughton,SG,23,5-Jun,206,Notre Dame,"$625,093 "
POR,23,A,Allen,Crabbe,Allen Crabbe,SG,23,6-Jun,210,California,"$947,276 "
POR,17,E,Ed,Davis,Ed Davis,C,26,10-Jun,240,North Carolina,"$6,980,802 "
POR,4,M,Maurice,Harkless,Maurice Harkless,SF,22,9-Jun,215,St. John's,"$2,894,059 "
POR,9,G,Gerald,Henderson,Gerald Henderson,SG,28,5-Jun,215,Duke,"$6,000,000 "
POR,35,C,Chris,Kaman,Chris Kaman,C,33,Jul-00,265,Central Michigan,"$5,016,000 "
POR,11,M,Meyers,Leonard,Meyers Leonard,PF,24,1-Jul,245,Illinois,"$3,075,880 "
POR,0,D,Damian,Lillard,Damian Lillard,PG,25,3-Jun,195,Weber State,"$4,236,287 "
POR,3,C,C.J.,McCollum,C.J. McCollum,SG,24,4-Jun,200,Lehigh,"$2,525,160 "
POR,44,L,Luis,Montero,Luis Montero,SG,22,7-Jun,185,Westchester CC,"$525,093 "
POR,24,M,Mason,Plumlee,Mason Plumlee,C,25,11-Jun,235,Duke,"$1,415,520 "
POR,2,B,Brian,Roberts,Brian Roberts,PG,30,1-Jun,173,Dayton,"$2,854,940 "
POR,21,N,Noah,Vonleh,Noah Vonleh,PF,20,9-Jun,240,Indiana,"$2,637,720 "
SAC,13,Q,Quincy,Acy,Quincy Acy,SF,25,7-Jun,240,Baylor,"$981,348 "
SAC,5,J,James,Anderson,James Anderson,SG,26,6-Jun,213,Oklahoma State,"$1,015,421 "
SAC,3,M,Marco,Belinelli,Marco Belinelli,SG,29,5-Jun,210, ,"$6,060,606 "
SAC,31,C,Caron,Butler,Caron Butler,SF,35,7-Jun,228,Connecticut,"$1,449,187 "
SAC,18,O,Omri,Casspi,Omri Casspi,SF,27,9-Jun,225, ,"$2,836,186 "
SAC,0,W,Willie,Cauley-Stein,Willie Cauley-Stein,C,22,Jul-00,240,Kentucky,"$3,398,280 "
SAC,7,D,Darren,Collison,Darren Collison,PG,28,Jun-00,175,UCLA,"$5,013,559 "
SAC,15,D,DeMarcus,Cousins,DeMarcus Cousins,C,25,11-Jun,270,Kentucky,"$15,851,950 "
SAC,30,S,Seth,Curry,Seth Curry,SG,25,2-Jun,185,Duke,"$947,276 "
SAC,26,D,Duje,Dukan,Duje Dukan,PF,24,9-Jun,220,Wisconsin,"$525,093 "
SAC,8,R,Rudy,Gay,Rudy Gay,SF,29,8-Jun,230,Connecticut,"$12,403,101 "
SAC,41,K,Kosta,Koufos,Kosta Koufos,C,27,Jul-00,265,Ohio State,"$7,700,000 "
SAC,23,B,Ben,McLemore,Ben McLemore,SG,23,5-Jun,195,Kansas,"$3,156,600 "
SAC,25,E,Eric,Moreland,Eric Moreland,PF,24,10-Jun,238,Oregon State,"$845,059 "
SAC,9,R,Rajon,Rondo,Rajon Rondo,PG,30,1-Jun,186,Kentucky,"$9,500,000 "
SAS,12,L,LaMarcus,Aldridge,LaMarcus Aldridge,PF,30,11-Jun,240,Texas,"$19,689,000 "
SAS,1,K,Kyle,Anderson,Kyle Anderson,SF,22,9-Jun,230,UCLA,"$1,142,880 "
SAS,15,M,Matt,Bonner,Matt Bonner,C,35,10-Jun,235,Florida,"$947,276 "
SAS,18,R,Rasual,Butler,Rasual Butler,SF,36,7-Jun,215,La Salle,"$947,276 "
SAS,33,B,Boris,Diaw,Boris Diaw,C,33,8-Jun,250, ,"$7,500,000 "
SAS,21,T,Tim,Duncan,Tim Duncan,C,39,11-Jun,250,Wake Forest,"$5,250,000 "
SAS,20,M,Manu,Ginobili,Manu Ginobili,SG,38,6-Jun,205, ,"$2,814,000 "
SAS,14,D,Danny,Green,Danny Green,SG,28,6-Jun,215,North Carolina,"$10,000,000 "
SAS,2,K,Kawhi,Leonard,Kawhi Leonard,SF,24,7-Jun,230,San Diego State,"$16,407,500 "
SAS,40,B,Boban,Marjanovic,Boban Marjanovic,C,27,3-Jul,290, ,"$1,200,000 "
SAS,3,R,Ray,McCallum,Ray McCallum,PG,24,3-Jun,190,Detroit,"$947,276 "
SAS,8,P,Patty,Mills,Patty Mills,PG,27,Jun-00,185,Saint Mary's,"$3,578,947 "
SAS,9,T,Tony,Parker,Tony Parker,PG,33,2-Jun,185, ,"$13,437,500 "
SAS,17,J,Jonathon,Simmons,Jonathon Simmons,SG,26,6-Jun,195,Houston,"$525,093 "
SAS,30,D,David,West,David West,PF,35,9-Jun,250,Xavier,"$1,499,187 "
TOR,15,A,Anthony,Bennett,Anthony Bennett,PF,22,8-Jun,245,UNLV,"$947,276 "
TOR,8,B,Bismack,Biyombo,Bismack Biyombo,C,23,9-Jun,245, ,"$2,814,000 "
TOR,20,B,Bruno,Caboclo,Bruno Caboclo,SF,20,9-Jun,205, ,"$1,524,000 "
TOR,5,D,DeMarre,Carroll,DeMarre Carroll,SF,29,8-Jun,212,Missouri,"$13,600,000 "
TOR,10,D,DeMar,DeRozan,DeMar DeRozan,SG,26,7-Jun,220,USC,"$10,050,000 "
TOR,3,J,James,Johnson,James Johnson,PF,29,9-Jun,250,Wake Forest,"$2,500,000 "
TOR,6,C,Cory,Joseph,Cory Joseph,PG,24,3-Jun,190,Texas,"$7,000,000 "
TOR,7,K,Kyle,Lowry,Kyle Lowry,PG,29,Jun-00,205,Villanova,"$12,000,000 "
TOR,92,L,Lucas,Nogueira,Lucas Nogueira,C,23,Jul-00,220, ,"$1,842,000 "
TOR,54,P,Patrick,Patterson,Patrick Patterson,PF,26,9-Jun,235,Kentucky,"$6,268,675 "
TOR,24,N,Norman,Powell,Norman Powell,SG,22,4-Jun,215,UCLA,"$650,000 "
TOR,31,T,Terrence,Ross,Terrence Ross,SF,25,7-Jun,195,Washington,"$3,553,917 "
TOR,4,L,Luis,Scola,Luis Scola,PF,35,9-Jun,240, ,"$2,900,000 "
TOR,17,J,Jonas,Valanciunas,Jonas Valanciunas,C,23,Jul-00,255, ,"$4,660,482 "
TOR,55,D,Delon,Wright,Delon Wright,PG,23,5-Jun,190,Utah,"$1,509,360 "
UTH,33,T,Trevor,Booker,Trevor Booker,PF,28,8-Jun,228,Clemson,"$4,775,000 "
UTH,3,T,Trey,Burke,Trey Burke,PG,23,1-Jun,191,Michigan,"$2,658,240 "
UTH,10,A,Alec,Burks,Alec Burks,SG,24,6-Jun,214,Colorado,"$9,463,484 "
UTH,11,D,Dante,Exum,Dante Exum,PG,20,6-Jun,190, ,"$3,777,720 "
UTH,15,D,Derrick,Favors,Derrick Favors,PF,24,10-Jun,265,Georgia Tech,"$12,000,000 "
UTH,27,R,Rudy,Gobert,Rudy Gobert,C,23,1-Jul,245, ,"$1,175,880 "
UTH,20,G,Gordon,Hayward,Gordon Hayward,SF,25,8-Jun,226,Butler,"$15,409,570 "
UTH,5,R,Rodney,Hood,Rodney Hood,SG,23,8-Jun,206,Duke,"$1,348,440 "
UTH,2,J,Joe,Ingles,Joe Ingles,SF,28,8-Jun,226, ,"$2,050,000 "
UTH,23,C,Chris,Johnson,Chris Johnson,SF,25,6-Jun,206,Dayton,"$981,348 "
UTH,41,T,Trey,Lyles,Trey Lyles,PF,20,10-Jun,234,Kentucky,"$2,239,800 "
UTH,8,S,Shelvin,Mack,Shelvin Mack,PG,25,3-Jun,203,Butler,"$2,433,333 "
UTH,25,R,Raul,Neto,Raul Neto,PG,23,1-Jun,179, ,"$900,000 "
UTH,21,T,Tibor,Pleiss,Tibor Pleiss,C,26,3-Jul,256, ,"$2,900,000 "
UTH,24,J,Jeff,Withey,Jeff Withey,C,25,Jul-00,231,Kansas,"$947,276 "
WAS,6,A,Alan,Anderson,Alan Anderson,SG,33,6-Jun,220,Michigan State,"$4,000,000 "
WAS,3,B,Bradley,Beal,Bradley Beal,SG,22,5-Jun,207,Florida,"$5,694,674 "
WAS,1,J,Jared,Dudley,Jared Dudley,SF,30,7-Jun,225,Boston College,"$4,375,000 "
WAS,8,J,Jarell,Eddie,Jarell Eddie,SG,24,7-Jun,218,Virginia Tech,"$561,716 "
WAS,90,D,Drew,Gooden,Drew Gooden,PF,34,10-Jun,250,Kansas,"$3,300,000 "
WAS,13,M,Marcin,Gortat,Marcin Gortat,C,32,11-Jun,240, ,"$11,217,391 "
WAS,7,J,JJ,Hickson,JJ Hickson,C,27,9-Jun,242,North Carolina State,"$5,613,500 "
WAS,42,N,Nene,Hilario,Nene Hilario,C,33,11-Jun,250, ,"$13,000,000 "
WAS,5,M,Markieff,Morris,Markieff Morris,PF,26,10-Jun,245,Kansas,"$8,000,000 "
WAS,14,G,Gary,Neal,Gary Neal,PG,31,4-Jun,210,Towson,"$2,139,000 "
WAS,12,K,Kelly,Oubre Jr.,Kelly Oubre Jr.,SF,20,7-Jun,205,Kansas,"$1,920,240 "
WAS,22,O,Otto,Porter Jr.,Otto Porter Jr.,SF,22,8-Jun,198,Georgetown,"$4,662,960 "
WAS,7,R,Ramon,Sessions,Ramon Sessions,PG,29,3-Jun,190,Nevada,"$2,170,465 "
WAS,17,G,Garrett,Temple,Garrett Temple,SG,29,6-Jun,195,LSU,"$1,100,602 "
WAS,2,J,John,Wall,John Wall,PG,25,4-Jun,195,Kentucky,"$15,851,950 "
